,loss,accuracy,val_loss,val_accuracy,lr
0,0.3872843086719513,0.8642734289169312,0.4868280589580536,0.7777777910232544,0.0010000000474974513
1,0.20797143876552582,0.9213179349899292,2.2589128017425537,0.7777777910232544,0.0010000000474974513
2,0.23541754484176636,0.905581533908844,0.5007861852645874,0.7777777910232544,0.0010000000474974513
3,0.18724790215492249,0.9215638041496277,1.8560220003128052,0.7777777910232544,0.0010000000474974513
4,0.1672961562871933,0.940250813961029,0.4330188035964966,0.8333333134651184,0.0010000000474974513
5,0.1504117250442505,0.9412343502044678,0.11760944873094559,0.9629629850387573,0.0010000000474974513
6,0.12411430478096008,0.9483649134635925,0.1478293389081955,0.9259259104728699,0.0010000000474974513
7,0.12117338925600052,0.9501953125,0.08191023021936417,0.9629629850387573,0.0010000000474974513
8,0.11836361885070801,0.9554954767227173,0.5666638612747192,0.7777777910232544,0.0010000000474974513
9,0.11081744730472565,0.9559872150421143,0.6893605589866638,0.8703703880310059,0.0010000000474974513
10,0.11005708575248718,0.9582001566886902,0.24038513004779816,0.9259259104728699,0.0010000000474974513
11,0.09760961681604385,0.9604130983352661,0.04862894117832184,0.9814814925193787,0.0010000000474974513
12,0.1163073182106018,0.9567248821258545,1.5801866054534912,0.7777777910232544,0.0010000000474974513
13,0.10053512454032898,0.9609048366546631,0.23638683557510376,0.8703703880310059,0.0010000000474974513
14,0.07112104445695877,0.9727071523666382,0.046373143792152405,0.9814814925193787,0.00010000000474974513
15,0.05454384908080101,0.9788541793823242,0.04503627493977547,0.9814814925193787,0.00010000000474974513
16,0.048696551471948624,0.9808212518692017,0.04515233263373375,0.9814814925193787,0.00010000000474974513
17,0.03863269090652466,0.9842635989189148,0.04585380479693413,0.9814814925193787,0.00010000000474974513
18,0.03340539708733559,0.9886894226074219,0.04754199460148811,0.9814814925193787,0.00010000000474974513
19,0.03047611191868782,0.9894270896911621,0.028054868802428246,0.9814814925193787,0.00010000000474974513
20,0.02826153114438057,0.9894270896911621,0.043366942554712296,0.9814814925193787,0.00010000000474974513
21,0.02262319251894951,0.9923776984214783,0.07450661063194275,0.9814814925193787,0.00010000000474974513
22,0.01788456365466118,0.993852972984314,0.08633328229188919,0.9814814925193787,0.00010000000474974513
23,0.03157617151737213,0.9862306118011475,0.10794755071401596,0.9814814925193787,0.00010000000474974513
24,0.015515174716711044,0.9936071038246155,0.1587919294834137,0.9814814925193787,0.00010000000474974513
25,0.022330569103360176,0.991640031337738,0.15154168009757996,0.9259259104728699,0.00010000000474974513
26,0.03110533021390438,0.9864765405654907,0.09134160727262497,0.9814814925193787,0.00010000000474974513
27,0.014074909500777721,0.9955741167068481,0.09094568341970444,0.9814814925193787,1.0000000656873453e-05
28,0.012085981667041779,0.9960659146308899,0.09633196890354156,0.9814814925193787,1.0000000656873453e-05
29,0.012942645698785782,0.9955741167068481,0.09413783997297287,0.9814814925193787,1.0000000656873453e-05
