,loss,accuracy,val_loss,val_accuracy,lr
0,0.34847867488861084,0.8679616451263428,1.2782503366470337,0.2222222238779068,0.0010000000474974513
1,0.21208618581295013,0.9161543846130371,2.743743658065796,0.7777777910232544,0.0010000000474974513
2,0.2199239730834961,0.9112367630004883,1.5293655395507812,0.7777777910232544,0.0010000000474974513
3,0.16011691093444824,0.9392672777175903,0.40987247228622437,0.8333333134651184,0.0010000000474974513
4,0.1587028205394745,0.9427096247673035,0.17720700800418854,0.9259259104728699,0.0010000000474974513
5,0.1449916958808899,0.942955493927002,0.15717008709907532,0.9629629850387573,0.0010000000474974513
6,0.1254809945821762,0.9522989988327026,0.11942487210035324,0.9814814925193787,0.0010000000474974513
7,0.1182190477848053,0.9530366659164429,0.08308378607034683,0.9814814925193787,0.0010000000474974513
8,0.11264429986476898,0.9545119404792786,0.18536701798439026,0.9444444179534912,0.0010000000474974513
9,0.11767425388097763,0.9508237242698669,0.10426817089319229,0.9814814925193787,0.0010000000474974513
10,0.10539655387401581,0.9606589674949646,0.13673408329486847,0.9444444179534912,0.0010000000474974513
11,0.08617686480283737,0.9685271978378296,0.26654255390167236,0.9629629850387573,0.0010000000474974513
12,0.09515027701854706,0.9618883728981018,0.2297435700893402,0.9259259104728699,0.0010000000474974513
13,0.09576595574617386,0.9613966345787048,0.4392808973789215,0.8888888955116272,0.0010000000474974513
14,0.10213533788919449,0.95849609375,0.13333410024642944,0.9444444179534912,0.00010000000474974513
15,0.065212182700634,0.9739365577697754,0.08604250103235245,0.9629629850387573,0.00010000000474974513
16,0.04738544300198555,0.9803294539451599,0.08513206243515015,0.9814814925193787,0.00010000000474974513
17,0.043993353843688965,0.9820506572723389,0.08322802931070328,0.9629629850387573,0.00010000000474974513
18,0.037912651896476746,0.9869682788848877,0.06837444752454758,0.9814814925193787,0.00010000000474974513
19,0.03370730206370354,0.9881976842880249,0.08142668008804321,0.9814814925193787,0.00010000000474974513
